id	Case_no	Accession	Host	Sample_type	Preferred_date	Date_source	Barangay	Municipality	Municipality_std	Province	Province_std	Region	Region_std	Latitude	Longitude	Source	Author	Pubmed	Genome_coverage	Host_scientific	Host_common	Host_type	Major_Island	seq_name	phylogenetic_clade	decimal_date
4B-22-42__26-Nov-2022	NA	NA	Canis familiaris	NA	44891	date_collected	Bonlao	Alcantara	Romblon-Alcantara	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.2978471	122.054934	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-22-42	AL_Asian_SEA4	2022.90137
4B-22-44__11-Dec-2022	NA	NA	Canis familiaris	NA	44906	date_collected	Dapawan	Odiongan	Romblon-Odiongan	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.39866	122.01777	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-22-44	AL_Asian_SEA4	2022.94247
4B-22-45__12-Dec-2022	NA	NA	Canis familiaris	NA	44907	date_collected	Concepcion Sur	Santa Maria	Romblon-Santa Maria	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.4031022	122.083657	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-22-45	AL_Asian_SEA4	2022.94521
4B-23-01__20-Jan-2023	NA	NA	Canis familiaris	NA	44946	date_collected	Concepcion Norte	Santa Maria	Romblon-Santa Maria	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.4031022	122.083657	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-01	AL_Asian_SEA4	2023.05205
4B-23-02__13-Jan-2023	NA	NA	Canis familiaris	NA	44939	date_collected	Dapawan	Odiongan	Romblon-Odiongan	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.39866	122.01777	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-02	AL_Asian_SEA4	2023.03288
4B-23-03__22-Jan-2023	NA	NA	Canis familiaris	NA	44948	date_collected	Sugod	San Agustin	Romblon-San Agustin	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.5540355	122.112405	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-03	AL_Asian_SEA4	2023.05753
4B-23-04__31-Jan-2023	NA	NA	Canis familiaris	NA	44957	date_collected	Carmen	San Agustin	Romblon-San Agustin	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.5540355	122.112405	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-04	AL_Asian_SEA4	2023.08219
4B-23-05__20-Jan-2023	NA	NA	Canis familiaris	NA	44946	date_collected	Sugod	San Agustin	Romblon-San Agustin	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.5540355	122.112405	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-05	AL_Asian_SEA4	2023.05205
4B-23-06__02-Feb-2023	NA	NA	Canis familiaris	NA	44959	date_collected	Concepcion Norte	Santa Maria	Romblon-Santa Maria	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.4031022	122.083657	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-06	AL_Asian_SEA4	2023.08767
4B-23-07__07-Feb-2023	NA	NA	Canis familiaris	NA	44964	date_collected	Concepcion Sur	Santa Maria	Romblon-Santa Maria	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.4031022	122.083657	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-07	AL_Asian_SEA4	2023.10137
4B-23-11__07-Feb-2023	NA	NA	Canis familiaris	NA	44964	date_collected	Jun Carlo	San Andres	Romblon-San Andres	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.536421	122.046948	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-11	AL_Asian_SEA4	2023.10137
4B-23-12__14-Feb-2023	NA	NA	Canis familiaris	NA	44971	date_collected	Concepcion Norte	Santa Maria	Romblon-Santa Maria	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.4031022	122.083657	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-12	AL_Asian_SEA4	2023.12055
4B-23-13__09-Feb-2023	NA	NA	Canis familiaris	NA	44966	date_collected	Rizal	Odiongan	Romblon-Odiongan	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.39866	122.01777	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-13	AL_Asian_SEA4	2023.10685
4B-23-15__16-Feb-2023	NA	NA	Canis familiaris	NA	44973	date_collected	Poctoy	Odiongan	Romblon-Odiongan	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.39866	122.01777	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-15	AL_Asian_SEA4	2023.12603
4B-23-16__28-Feb-2023	NA	NA	Canis familiaris	NA	44985	date_collected	Dapawan	Odiongan	Romblon-Odiongan	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.39866	122.01777	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-16	AL_Asian_SEA4	2023.1589
4B-23-17__01-Mar-2023	NA	NA	Canis familiaris	NA	44986	date_collected	Poctoy	Odiongan	Romblon-Odiongan	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.39866	122.01777	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-17	AL_Asian_SEA4	2023.16164
4B-23-19__01-Mar-2023	NA	NA	Canis familiaris	NA	44986	date_collected	Mahabang Baybay	San Agustin	Romblon-San Agustin	Romblon	Romblon	Southwestern Tagalog Region	Mimaropa Region	12.5540355	122.112405	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-23-19	AL_Asian_SEA4	2023.16164
4B-2422__04-Feb-2022	NA	NA	Canis familiaris	NA	44596	date_collected	Concepcion	Calintaan	Occidental Mindoro-Paluan	Occidental Mindoro	Occidental Mindoro	Southwestern Tagalog Region	Mimaropa Region	12.5921771	121.082659	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-2422	AL_Asian_SEA4	2022.09315
4B-2922HM__09-Feb-2022	NA	NA	Canis familiaris	NA	44601	date_collected	Mangangan	Baco	Oriental Mindoro-Baco	Oriental Mindoro	Oriental Mindoro	Southwestern Tagalog Region	Mimaropa Region	13.2903943	121.066837	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-2922HM	AL_Asian_SEA4	2022.10685
4B-2922JG__09-Feb-2022	NA	NA	Canis familiaris	NA	44601	date_collected	Anilao	Bongabong	Oriental Mindoro-Bongabong	Oriental Mindoro	Oriental Mindoro	Southwestern Tagalog Region	Mimaropa Region	12.7162357	121.38623	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	4B-2922JG	AL_Asian_SEA4	2022.10685
CAR-22-018__01-Jan-2022	NA	NA	Canis familiaris	NA	44562	date_collected			NA		NA	Cordillera Administrative Region (CAR)	Cordillera Administrative Region (CAR)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	CAR-22-018	AL_Asian_SEA4	2022
CAR-22-020__01-Jan-2022	NA	NA	Canis familiaris	NA	44562	date_collected			NA		NA	Cordillera Administrative Region (CAR)	Cordillera Administrative Region (CAR)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	CAR-22-020	AL_Asian_SEA4	2022
R1-21-148__10-Apr-2021	NA	NA	Canis familiaris	NA	44296	date_collected	Malibong	Urbiztondo	Pangasinan-Urbiztondo	Pangasinan	Pangasinan	Ilocos Region	Region I (Ilocos Region)	15.8235344	120.363692	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R1-21-148	AL_Asian_SEA4	2021.27123
R10-688__02-Jul-2021	NA	NA	Canis familiaris	NA	44379	date_collected		Malaybalay City	Bukidnon-Malaybalay City	Bukidnon	Bukidnon	Northern Mindanao	Region X (Northern Mindanao)	8.16068167	125.178774	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-688	AL_Asian_SEA4	2021.49863
R10-711__12-Jul-2021	NA	NA	Canis familiaris	NA	44389	date_collected	Balulang	Cagayan de Oro City	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.40921859	124.623517	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-711	AL_Asian_SEA4	2021.52603
R10-714__11-Jul-2021	NA	NA	Canis familiaris	NA	44388	date_collected	Bonbon	Opol	Misamis Oriental-Opol	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.42897072	124.502868	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-714	AL_Asian_SEA4	2021.52329
R10-824__09-Sep-2021	NA	NA	Canis familiaris	NA	44448	date_collected	Bulua	Cagayan de Oro City	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.40921859	124.623517	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-824	AL_Asian_SEA4	2021.68767
R10-856__27-Sep-2021	NA	NA	Canis familiaris	NA	44466	date_collected	-	Manticao	Misamis Oriental-Initao	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.3741381	124.34867	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-856	AL_Asian_SEA4	2021.73699
R10-907__25-Oct-2021	NA	NA	Canis familiaris	NA	44494	date_collected	Gango	Libona	Bukidnon-Libona	Bukidnon	Bukidnon	Northern Mindanao	Region X (Northern Mindanao)	8.32760143	124.757043	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-907	AL_Asian_SEA4	2021.8137
R10-920__26-Oct-2021	NA	NA	Canis familiaris	NA	44495	date_collected	Agusan	Cagayan de Oro City	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.40921859	124.623517	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-920	AL_Asian_SEA4	2021.81644
R10-989__25-Nov-2021	NA	NA	Canis familiaris	NA	44525	date_collected	Barangay 1	Gingoog  City	Misamis Oriental-Opol	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.77638245	125.089879	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-989	AL_Asian_SEA4	2021.89863
R10-990__25-Nov-2021	NA	NA	Canis familiaris	NA	44525	date_collected	Agay-Ayan	Gingoog  City	Misamis Oriental-Opol	Misamis Oriental	Misamis Oriental	Northern Mindanao	Region X (Northern Mindanao)	8.77638245	125.089879	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R10-990	AL_Asian_SEA4	2021.89863
R11-21-61__11-Aug-2021	NA	NA	Canis familiaris	NA	44419	date_collected		Midsayap	North Cotabato-Midsayap	North Cotabato	North Cotabato	Bangsamoro	Bangsamoro Autonomous Region In Muslim Mindanao (BARMM)	7.13624945	124.516606	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R11-21-61	AL_Asian_SEA4	2021.60822
R11-21-63__04-Oct-2021	NA	NA	Canis familiaris	NA	44473	date_collected		Tagum	Davao del Norte-Carmen	Davao del Norte	Davao del Norte	Region XI (Davao Region)	Region XI (Davao Region)	7.4349512	125.799015	phd; manual_correction	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R11-21-63	AL_Asian_SEA4	2021.75616
R11-22-001__01-Jan-2022	NA	NA	Canis familiaris	NA	44562	date_collected			NA		NA	Region XI (Davao Region)	Region XI (Davao Region)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R11-22-001	AL_Asian_SEA4	2022
R11-22-002__05-Jan-2022	NA	NA	Canis familiaris	NA	44566	date_collected	Talomo	Davao City	Davao del Sur-Malita	Davao del Sur	Davao del Sur	Region XI (Davao Region)	Region XI (Davao Region)	7.25443063	125.414487	phd; manual_correction	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R11-22-002	AL_Asian_SEA4	2022.01096
R2-081__31-Aug-2020	NA	NA	Canis familiaris	NA	44074	date_collected	Ugac Norte	Tuguegarao  City	Cagayan-Tuguegarao City	Cagayan	Cagayan	Cagayan Valley	Region II (Cagayan Valley)	17.6061245	121.759362	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R2-081	AL_Asian_SEA4	2020.66393
R2-22-5302__04-Mar-2022	NA	NA	Canis familiaris	NA	44624	date_collected		Santa Maria	Isabela-Mallig	Isabela	Isabela	Cagayan Valley	Region II (Cagayan Valley)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R2-22-5302	AL_Asian_SEA4	2022.16986
R2-22-5814__07-Mar-2022	NA	NA	Canis familiaris	NA	44627	date_collected	Ugad	Tumauini	Isabela-Tumauini	Isabela	Isabela	Cagayan Valley	Region II (Cagayan Valley)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R2-22-5814	AL_Asian_SEA4	2022.17808
R2-22-84711__06-Apr-2022	NA	NA	Canis familiaris	NA	44657	date_collected		Cauayan City	Isabela-Cauayan City	Isabela	Isabela	Cagayan Valley	Region II (Cagayan Valley)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R2-22-84711	AL_Asian_SEA4	2022.26027
R2-22-8924__01-Jan-2022	NA	NA	Canis familiaris	NA	44562	date_collected		Bayombong	Nueva Vizcaya-Bayombong	Nueva Vizcaya	Nueva Vizcaya	Cagayan Valley	Region II (Cagayan Valley)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R2-22-8924	AL_Asian_SEA4	2022
R3-0483__01-Jan-2022	NA	NA	Canis familiaris	NA	44562	date_collected			NA		NA	Region III (Central Luzon)	Region III (Central Luzon)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R3-0483	AL_Asian_SEA4	2022
R3-731__09-Dec-2021	NA	NA	Canis familiaris	NA	44539	date_collected	Sangitan	Cabanatuan City	Nueva Ecija-Cabanatuan City	Nueva Ecija	Nueva Ecija	Central Luzon	Region III (Central Luzon)	15.492437	120.989943	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R3-731	AL_Asian_SEA4	2021.93699
R5-21-115__28-Sep-2021	NA	NA	Canis familiaris	NA	44467	date_collected	Pob. III	Vinzons	Camarines Norte-Vinzons	Camarines Norte	Camarines Norte	Bicol Region	Region V (Bicol Region)	14.1927721	122.888997	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-21-115	AL_Asian_SEA4	2021.73973
R5-21-119__15-Oct-2021	NA	NA	Canis familiaris	NA	44484	date_collected	San Pedro	Irosin	Sorsogon-Irosin	Sorsogon	Sorsogon	Bicol Region	Region V (Bicol Region)	12.7145879	124.030004	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-21-119	AL_Asian_SEA4	2021.7863
R5-21-128__09-Nov-2021	NA	NA	Canis familiaris	NA	44509	date_collected	Cararayan	Naga City	Camarines Sur-Bato	Camarines Sur	Camarines Sur	Bicol Region	Region V (Bicol Region)	13.643688	123.259466	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-21-128	AL_Asian_SEA4	2021.85479
R5-21-132__15-Nov-2021	NA	NA	Canis familiaris	NA	44515	date_collected	Labnig	Malinao	Albay-Malinao	Albay	Albay	Bicol Region	Region V (Bicol Region)	13.3845747	123.652276	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-21-132	AL_Asian_SEA4	2021.87123
R5-21-136__02-Dec-2021	NA	NA	Canis familiaris	NA	44532	date_collected	-	Libon	Albay-Libon	Albay	Albay	Bicol Region	Region V (Bicol Region)	13.2470793	123.37057	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-21-136	AL_Asian_SEA4	2021.91781
R5-21-140__10-Dec-2021	NA	NA	Canis familiaris	NA	44540	date_collected	Calang Calawan	Vinzons	Camarines Norte-Vinzons	Camarines Norte	Camarines Norte	Bicol Region	Region V (Bicol Region)	14.1927721	122.888997	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-21-140	AL_Asian_SEA4	2021.93973
R5-22-008__02-Feb-2022	NA	NA	Canis familiaris	NA	44594	date_collected	Sto. Cristo	Tabaco	Albay-Oas	Albay	Albay	Bicol Region	Region V (Bicol Region)	13.325378	123.668741	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	R5-22-008	AL_Asian_SEA4	2022.08767
R5-22-09__07-Feb-2022	NA	NA	Felis catus	NA	44599	date_collected	Bauud	Malilipot	Albay-Malilipot	Albay	Albay	Bicol Region	Region V (Bicol Region)	13.3020626	123.724162	phd	NA	NA	NA	Felis catus	Cat	Domestic	Luzon	R5-22-09	AL_Asian_SEA4	2022.10137
R6-21-4343__01-Jan-2021	NA	NA	Canis familiaris	NA	44197	date_collected			NA		NA	Region VI (Western Visayas)	Region VI (Western Visayas)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R6-21-4343	AL_Asian_SEA4	2021
R6-21-4375__01-Oct-2021	NA	NA	Canis familiaris	NA	44470	date_collected	Labigan	Sara	Iloilo-Sara	Iloilo	Iloilo	Western Visayas	Region VI (Western Visayas)	11.2986389	122.998392	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R6-21-4375	AL_Asian_SEA4	2021.74795
R6-21-4511__08-Oct-2021	NA	NA	Canis familiaris	NA	44477	date_collected	San Isidro	Tibiao	Antique-Tibiao	Antique	Antique	Western Visayas	Region VI (Western Visayas)	11.3117739	122.08398	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R6-21-4511	AL_Asian_SEA4	2021.76712
R6-21-4600__14-Oct-2021	NA	NA	Canis familiaris	NA	44483	date_collected	Jibao-An	Pavia	Iloilo-Pavia	Iloilo	Iloilo	Western Visayas	Region VI (Western Visayas)	10.768342	122.536129	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R6-21-4600	AL_Asian_SEA4	2021.78356
R6-4342__30-Sep-2021	NA	NA	Bos taurus	NA	44469	date_collected	Cabanban	Oton	Iloilo-Oton	Iloilo	Iloilo	Western Visayas	Region VI (Western Visayas)	10.7253587	122.46738	phd	NA	NA	NA	Bos taurus	Cow	Livestock	Visayas	R6-4342	AL_Asian_SEA4	2021.74521
R6-4568__13-Oct-2021	NA	NA	Canis familiaris	NA	44482	date_collected	Avila	Buenavista	Guimaras-Buenavista	Guimaras	Guimaras	Western Visayas	Region VI (Western Visayas)	10.6913633	122.662163	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R6-4568	AL_Asian_SEA4	2021.78082
R7-21-149__01-Jan-2021	NA	NA	Canis familiaris	NA	44197	date_collected			NA		NA	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R7-21-149	AL_Asian_SEA4	2021
R7-21-161__18-Oct-2021	NA	NA	Canis familiaris	NA	44487	date_collected	Pusok	Lapu-Lapu City	Cebu-Lapu-Lapu City	Cebu	Cebu	Central Visayas	Region VII (Central Visayas)	10.2978893	123.978414	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Visayas	R7-21-161	AL_Asian_SEA4	2021.79452
R9-010__27-Jan-2020	NA	NA	Felis catus	NA	43857	date_collected	San Roque	Zamboanga City	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	7.1542009	122.139348	phd; manual_correction	NA	NA	NA	Felis catus	Cat	Domestic	Mindanao	R9-010	AL_Asian_SEA4	2020.07104
R9-074__20-Aug-2021	NA	NA	Canis familiaris	NA	44428	date_collected	Cogon	Vincenzo A. Sagun	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	7.51965771	123.173844	phd; manual_correction	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R9-074	AL_Asian_SEA4	2021.63288
R9-089__07-Oct-2021	NA	NA	Canis familiaris	NA	44476	date_collected	Pangi	Ipil	Zamboanga Sibugay-Ipil	Zamboanga Sibugay	Zamboanga Sibugay	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	7.78023525	122.576512	phd; manual_correction	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R9-089	AL_Asian_SEA4	2021.76438
R9-105__09-Dec-2021	NA	NA	Canis familiaris	NA	44539	date_collected	Lopoc	Labason	Zamboanga del Norte-Labason	Zamboanga del Norte	Zamboanga del Norte	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	8.03013514	122.530357	phd; manual_correction	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Mindanao	R9-105	AL_Asian_SEA4	2021.93699
RADDL1-16-153__18-Jul-2016	NA	NA	Canis familiaris	NA	42569	date_collected	Real	Urbiztondo	Pangasinan-Urbiztondo	Pangasinan	Pangasinan	Ilocos Region	Region I (Ilocos Region)	15.8235344	120.363692	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL1-16-153	AL_Asian_SEA4	2016.54372
RADDL1-16-166__09-Aug-2016	NA	NA	Canis familiaris	NA	42591	date_collected	West	unknown	Pangasinan-Agno	Pangasinan	Pangasinan	Ilocos Region	Region I (Ilocos Region)	15.9941502	120.318442	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL1-16-166	AL_Asian_SEA4	2016.60383
RADDL3-1045__23-Oct-2015	NA	NA	Canis familiaris	NA	42300	date_collected	St. Francis	Limay	Bataan-Limay	Bataan	Bataan	Central Luzon	Region III (Central Luzon)	14.5387898	120.554443	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-1045	AL_Asian_SEA4	2015.80822
RADDL3-15-172__12-Feb-2015	NA	NA	Canis familiaris	NA	42047	date_collected	Cvo	San Jose  City	Nueva Ecija-San Jose City	Nueva Ecija	Nueva Ecija	Central Luzon	Region III (Central Luzon)	15.7846218	120.997584	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-15-172	AL_Asian_SEA4	2015.11507
RADDL3-16-1008__27-Oct-2016	NA	NA	Canis familiaris	NA	42670	date_collected	Pamaldan	Cabanatuan City	Nueva Ecija-Cabanatuan City	Nueva Ecija	Nueva Ecija	Central Luzon	Region III (Central Luzon)	15.492437	120.989943	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-16-1008	AL_Asian_SEA4	2016.81967
RADDL3-16-468__01-Jun-2016	NA	NA	Canis familiaris	NA	42522	date_collected	Sta Teresita	Angeles  City	Pampanga-Angeles City	Pampanga	Pampanga	Central Luzon	Region III (Central Luzon)	15.1455578	120.586248	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-16-468	AL_Asian_SEA4	2016.4153
RADDL3-16-521__15-Jun-2016	NA	NA	Canis familiaris	NA	42536	date_collected	Bulihan	Malolos City	Bulacan-Malolos City	Bulacan	Bulacan	Central Luzon	Region III (Central Luzon)	14.8295864	120.836745	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-16-521	AL_Asian_SEA4	2016.45355
RADDL3-16-627__27-Jul-2016	NA	NA	Canis familiaris	NA	42578	date_collected	Ligas	Malolos City	Bulacan-Malolos City	Bulacan	Bulacan	Central Luzon	Region III (Central Luzon)	14.8295864	120.836745	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-16-627	AL_Asian_SEA4	2016.56831
RADDL3-845__02-Sep-2015	NA	NA	Canis familiaris	NA	42249	date_collected	San Jose	Floridablanca	Pampanga-Floridablanca	Pampanga	Pampanga	Central Luzon	Region III (Central Luzon)	14.9877128	120.486863	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL3-845	AL_Asian_SEA4	2015.66849
RADDL5-005__30-Jan-2015	NA	NA	Canis familiaris	NA	42034	date_collected	San Nicolas	Iriga  City	Camarines Sur-Bato	Camarines Sur	Camarines Sur	Bicol Region	Region V (Bicol Region)	13.4483824	123.433298	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	RADDL5-005	AL_Asian_SEA4	2015.07945
Z-05-102__21-Feb-2005	NA	NA	Canis familiaris	NA	38404	date_collected		Muntinlupa	Metropolitan Manila-Muntinlupa	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	14.4019764	121.032785	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-05-102	AL_Asian_SEA4	2005.13973
Z-05-191__10-Apr-2005	NA	NA	Canis familiaris	NA	38452	date_collected	Lower Bicutan	Taguig	Metropolitan Manila-Taguig	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	14.514697	121.066052	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-05-191	AL_Asian_SEA4	2005.27123
Z-05-557__03-Dec-2005	NA	NA	Canis familiaris	NA	38689	date_collected	Rizal	Makati City	Metropolitan Manila-Makati City	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	14.5494313	121.033591	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-05-557	AL_Asian_SEA4	2005.92055
Z-05-96__17-Feb-2005	NA	NA	Canis familiaris	NA	38400	date_collected	Maywood Sucat	Parañaque	Metropolitan Manila-Parañaque	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	14.4835703	121.014786	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-05-96	AL_Asian_SEA4	2005.12877
Z-06-150__24-Apr-2006	NA	NA	Canis familiaris	NA	38831	date_collected	Balete	Batangas  City	Batangas-Lian	Batangas	Batangas	Calabarzon	Region IV-A (Calabarzon)	13.7207195	121.103796	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-06-150	AL_Asian_SEA4	2006.30959
Z-06-295__22-Jul-2006	NA	NA	Canis familiaris	NA	38920	date_collected	Lucsuhin	Calatagan	Batangas-Lian	Batangas	Batangas	Calabarzon	Region IV-A (Calabarzon)	13.8638407	120.658587	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-06-295	AL_Asian_SEA4	2006.55342
Z-06-39__26-Jan-2006	NA	NA	Canis familiaris	NA	38743	date_collected	Ambulong	Tanauan	Batangas-Bauan	Batangas	Batangas	Calabarzon	Region IV-A (Calabarzon)	14.0962553	121.097045	phd	NA	NA	NA	Canis lupus familiaris	Dog	Domestic	Luzon	Z-06-39	AL_Asian_SEA4	2006.06849
