sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
RADDL4B-23-081,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode13,,Single_run,,29045,27043,1115.028495,1062.917914,882,0,5632,11888,11693,11675,11263,No,,11587,RADDL4B-23-081__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-084,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-084,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode29,,Single_run,,3080,2713,128.2756453,139.1113849,77,0,805,11886,11881,10936,4561,No,,10106,RADDL4B-23-084__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-085,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-085,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode43,,Single_run,,15862,14840,590.1979551,617.3238408,319,0,3681,11894,11889,11885,11555,No,,11802,RADDL4B-23-085__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-089,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-089,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode30,,Single_run,,11144,10162,431.1773383,487.1079294,264.5,0,2476,11902,11887,11859,10118,No,,11347,RADDL4B-23-089__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-090,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-090,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode14,,Single_run,,32434,30195,1074.765421,1025.825288,593.5,0,4569,11888,11886,11881,10980,No,,11793,RADDL4B-23-090__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-091,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-091,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode31,,Single_run,,4193,3640,151.0670466,172.9003904,75,0,946,11889,11885,11472,4951,No,,9772,RADDL4B-23-091__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-092,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-092,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode32,,Single_run,,9588,9133,365.7771539,449.1011564,213,0,2270,11887,11886,11721,8784,No,,11344,RADDL4B-23-092__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-093,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-093,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode44,,Single_run,,14549,13441,559.9552464,590.4991973,306,0,3323,11894,11887,11885,11481,No,,11798,RADDL4B-23-093__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-094,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-094,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode33,,Single_run,,7468,7075,280.8203151,393.9743613,135,0,2073,11896,11882,11439,7571,No,,10914,RADDL4B-23-094__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-095,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-095,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode45,,Single_run,,16563,15388,637.8933121,628.0223312,333,0,3392,11894,11893,11886,11544,No,,11798,RADDL4B-23-095__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-096,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-096,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run11,1,2-Dec-2024,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode74,,Single_run,,2392,2025,80.7256118,94.52004476,53,0,610,11676,11475,10569,2816,No,,8200,RADDL4B-23-096__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-097,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-097,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode46,,Single_run,,7824,7392,313.3960778,366.4047476,210,0,1965,11895,11888,11881,8742,No,,11799,RADDL4B-23-097__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-098,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-098,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode47,,Single_run,,10766,10128,567.1654375,506.2681025,418,0,2932,11894,11893,11887,11531,No,,11797,RADDL4B-23-098__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-099,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-099,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode48,,Single_run,,11268,10222,399.4539893,389.849873,243,0,2365,11896,11887,11881,10850,No,,11800,RADDL4B-23-099__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-100,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-100,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode49,,Single_run,,10488,9650,381.6632585,383.6787633,201,0,2221,11895,11887,11883,11124,No,,11800,RADDL4B-23-100__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-101,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-101,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode15,,Single_run,,11938,10928,455.4171136,533.7269475,295,0,2953,11890,11888,11882,10467,No,,11796,RADDL4B-23-101__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-103,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-103,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode55,,Single_run,,2452,2161,93.80766007,79.16113369,80,0,420,11886,11634,10111,4582,No,,8429,RADDL4B-23-103__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-104,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-104,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode17,,Single_run,,20008,18334,705.1980389,804.3337124,468,0,5045,11891,11887,11882,10963,No,,11795,RADDL4B-23-104__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-105,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-105,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode18,,Single_run,,10718,9568,419.9389038,422.1840129,332,0,2760,11888,11887,11881,9770,No,,11786,RADDL4B-23-105__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-107,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-107,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode44,,Single_run,,2426,2129,114.7329869,123.7252639,79,0,791,11887,11880,10665,4881,No,,9355,RADDL4B-23-107__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-001,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-001,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode50,,Single_run,,5838,5283,218.128478,214.0552185,122,0,1304,11888,11887,11859,7410,No,,11802,RADDL4B-24-001__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-002,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-002,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode19,,Single_run,,10164,9090,349.222008,372.7975563,208,0,2143,11888,11886,11881,9368,No,,11792,RADDL4B-24-002__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-003,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-003,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode20,,Single_run,,17227,16004,762.1504358,717.0810223,498,0,3736,11895,11887,11883,11430,No,,11794,RADDL4B-24-003__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-005,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-005,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode35,,Single_run,,4057,3646,157.1515253,204.993752,98,0,1259,11889,11883,11507,5923,No,,9738,RADDL4B-24-005__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-007,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-007,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode36,,Single_run,,16235,14828,594.1454073,724.880301,304,0,3481,11895,11886,11881,10791,No,,11577,RADDL4B-24-007__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-009,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-009,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode32,,Single_run,,83197,79374,4736.695022,3251.091427,3834,0,18963,11925,11896,11895,11893,No,,11781,RADDL4B-24-009__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-010,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-010,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode51,,Single_run,,3741,3313,126.7835233,154.1601791,82,0,1035,11888,11883,11432,5050,No,,9825,RADDL4B-24-010__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-011,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-011,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode52,,Single_run,,6831,6412,259.9507208,299.5691591,128,0,1764,11895,11893,11873,7511,No,,11800,RADDL4B-24-011__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-012,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-012,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode53,,Single_run,,7871,7373,293.6583138,309.5487971,162,0,1910,11894,11887,11877,8899,No,,11590,RADDL4B-24-012__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-013,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-013,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode37,,Single_run,,10241,9403,350.6740697,467.7431268,182,0,2416,11888,11885,11511,8082,No,,11340,RADDL4B-24-013__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-014,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-014,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode31,,Single_run,,49072,44858,1706.391636,1816.217511,1018,0,10462,11897,11893,11884,11659,No,,11786,RADDL4B-24-014__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-015,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-015,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode54,,Single_run,,3674,3363,134.6438988,127.4222112,75,0,663,11893,11886,11714,4944,No,,11335,RADDL4B-24-015__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-016,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-016,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run2,1,14-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode55,,Single_run,,4967,4535,202.9704157,166.9656065,134,0,896,11891,11886,11785,7626,No,,11549,RADDL4B-24-016__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-017,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-017,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode01,,Single_run,,88403,75482,3335.468404,2843.003807,2406,0,12517,11894,11888,11887,11882,No,,11792,RADDL4B-24-017__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-018,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-018,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run3,1,24-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode30,,Single_run,,177837,165002,6980.366326,5812.939896,4948,0,32742,11899,11700,11690,11679,No,,11584,RADDL4B-24-018__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-019,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-019,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode74,,Single_run,,10050,9337,408.2855347,362.2858732,289,0,1999,11894,11893,11886,11064,No,,11795,RADDL4B-24-019__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-021,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-021,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode75,,Single_run,,8621,8157,373.890295,406.0045941,265,0,2570,11894,11892,11672,9851,No,,11599,RADDL4B-24-021__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-023,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-023,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode03,,Single_run,,14957,12538,633.7290479,474.7253255,512,0,2545,11890,11889,11887,11609,No,,11791,RADDL4B-24-023__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-026,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-026,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode76,,Single_run,,12443,11751,449.7872109,510.3824318,218,0,2811,11690,11679,11671,10063,No,,11598,RADDL4B-24-026__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-027,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-027,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode77,,Single_run,,4466,4053,232.9019444,166.7063895,180,0,1108,11895,11892,11673,10252,No,,11593,RADDL4B-24-027__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-028,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-028,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode04,,Single_run,,14850,12757,643.7653369,486.2712139,455,0,2276,11888,11887,11882,11695,No,,11793,RADDL4B-24-028__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-029,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-029,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode78,,Single_run,,29955,28374,1713.09353,1100.166095,1487,0,5777,11894,11824,11684,11676,No,,11593,RADDL4B-24-029__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-030,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-030,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode38,,Single_run,,17832,16951,682.9067214,911.0343916,369,0,4702,11896,11887,11882,10930,No,,11783,RADDL4B-24-030__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-034,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-034,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode79,,Single_run,,5820,5411,279.8972511,238.9833635,205,0,1558,11899,11886,11675,10628,No,,11590,RADDL4B-24-034__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-035,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-035,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode80,,Single_run,,13067,12125,743.2153872,471.5793323,640,0,2856,11896,11892,11877,11664,No,,11800,RADDL4B-24-035__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-037,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-037,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode81,,Single_run,,7396,7075,307.5042742,371.4089075,184.5,0,2235,11884,11678,11671,9708,No,,11596,RADDL4B-24-037__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-038,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-038,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode05,,Single_run,,32240,27315,1490.731897,1057.1811,1171.5,0,5420,11894,11889,11887,11882,No,,11789,RADDL4B-24-038__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-042,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-24-042,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run2,1,18-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28415,,Amplicon,barcode06,,Single_run,,69392,60254,3199.346379,2128.307681,2269,0,10327,11902,11896,11888,11883,No,,11793,RADDL4B-24-042__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-24-043,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
