sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
Z-15-001,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode12,,Single_run,,69401,69401,3004.165437,1290.988649,2836,0,6229,11892,11887,11886,11885,MN726846,11799,Z-15-001.fasta,,0
Z-15-009,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_21,1,26/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode73,,Single_run,,377644,377644,12353.08096,10819.88618,11216,0,41815,11698,11687,11173,10327,,11258,Z-15-009.fasta,,2
Z-15-012,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB20,,Single_run,,353,351,,,,,,11657.564,,4128.472,0,,,,,0
Z-15-019,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB05,,Single_run,,13535,13523,,,,,,11872.34,,11836.544,11239.944,MN726861,11791,Z-15-019.fasta,,0
Z-15-116,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB04,,Single_run,,25265,25237,,,,,,11872.34,,11860.408,11657.564,MN726839,11863,Z-15-116.fasta,,0
Z-15-119,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB23,,Single_run,,469,468,,,,,,11657.564,,5977.932,0,,,,,0
Z-15-130,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB09,,Single_run,,5160,5153,,,,,,11872.34,,11430.856,8650.7,MN726881,11653,Z-15-130.fasta,,0
Z-15-148,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB21,,Single_run,,2321,2298,,,,,,11872.34,,11418.924,3961.424,MN726840,11653,Z-15-148.fasta,,0
Z-15-163,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode54,,Single_run,,21101,21101,713.4782099,391.3409041,684,0,1845,11887,11881,11677,11329,,11601,Z-15-163.fasta,,2
Z-15-185,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB04,,Single_run,,35010,34799,,,,,,11872.34,,11741.088,11478.584,,,,,0
Z-16-013,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB10,,Single_run,,5421,5367,,,,,,11812.68,,11430.856,8841.612,MN726848,11653,Z-16-013.fasta,,0
Z-16-052,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK31415,,Amplicon,NB21,,Single_run,,302,302,,,,,,11395.06,,3138.116,0,,,,,0
Z-16-082,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB19,,Single_run,,2209,2156,5950.845039,2615.673968,5384.5,0,13521,11848.476,11892,11478.584,4880.188,MN726868,11653,Z-16-082.fasta,,2
Z-16-082,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode10,,Single_run,,144960,144960,5950.845039,2615.673968,5384.5,0,13521,11901,11892,11885,11676,MN726868,11792,Z-16-082.fasta,,0
Z-16-150,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_21,1,26/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode49,,Single_run,,101726,101726,7973.81998,2468.846239,8049,0,15476,11866,11792,11745,11676,,11589,Z-16-150.fasta,,2
Z-16-151,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_21,1,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode05,,Single_run,,260166,260166,10090.36666,4368.263507,9812.5,0,21901,11901,11895,11886,11676,,11786,Z-16-151.fasta,,2
Z-16-151,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run3_22,2,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode61,,Single_run,,15463,15463,584.2737177,268.7323261,553,0,1415,11677,11676,11676,11486,,11591,Z-16-151.fasta,,2
Z-16-159,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB16,,Single_run,,3379,3326,,,,,,11872.34,,11478.584,7135.336,MN726855,11653,Z-16-159.fasta,,0
Z-16-186,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB17,,Single_run,,2844,2813,,,,,,11872.34,,11466.652,5763.156,MN726858,11653,Z-16-186.fasta,,0
Z-16-196,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode62,,Single_run,,15464,15464,617.8694268,306.9502135,618,0,1519,11885,11680,11676,11322,,11569,Z-16-196.fasta,,2
Z-16-209,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB07,,Single_run,,3522,3446,5435.368756,2972.26618,5469,0,12727,11872.34,11888,9808.104,5154.624,MN726872,11863,Z-16-209.fasta,,2
Z-16-209,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode21,,Single_run,,132379,132379,5435.368756,2972.26618,5469,0,12727,11897,11888,11886,11771,MN726872,11768,Z-16-209.fasta,,0
Z-16-210,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive1_NB24,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,NB11,,Single_run,,8321,8306,7611.781847,3556.204618,7037,0,18286,11872.34,11887,11657.564,11060.964,MN726847,11653,Z-16-210.fasta,,2
Z-16-210,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode15,,Single_run,,205764,205764,7611.781847,3556.204618,7037,0,18286,11896,11887,11885,11680,MN726847,11797,Z-16-210.fasta,,0
Z-16-211,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB15,,Single_run,,3533,3503,5878.380322,2687.277383,5221,0,14072,11872.34,11894,11645.632,7302.384,MN726882,11653,Z-16-211.fasta,,2
Z-16-211,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode19,,Single_run,,161927,161927,5878.380322,2687.277383,5221,0,14072,11903,11894,11886,11772,MN726882,11798,Z-16-211.fasta,,0
Z-17-046,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode43,,Single_run,,163208,163208,5623.546849,3112.142339,5176,0,13952,11895,11887,11885,11677,,11805,Z-17-046.fasta,,2
Z-17-57,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode41,,Single_run,,135711,135711,4757.555816,3391.091399,3828.5,0,14407,11888,11888,11887,11697,,11789,Z-17-57.fasta,,2
Z-17-174,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run6_23,1,25/01/2023,RITM,,,Nanopore,rabvSEasia,Minion,FAT95864,,Amplicon,barcode80,,Single_run,,17741,17741,602.8333054,320.6205067,534.5,0,1466,11893,11885,11677,11486,,11597,Z-17-174.fasta,,2
Z-17-177,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode42,,Single_run,,110668,110668,3794.793077,2204.140847,3371,0,9312,11888,11887,11881,11676,,11802,Z-17-177.fasta,,2
Z-17-193,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run6_23,1,25/01/2023,RITM,,,Nanopore,rabvSEasia,Minion,FAT95864,,Amplicon,barcode81,,Single_run,,10487,10487,416.7236842,196.4429507,399,0,985,11893,11882,11676,11315,,11573,Z-17-193.fasta,,2
Z-17-200,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run6_23,1,25/01/2023,RITM,,,Nanopore,rabvSEasia,Minion,FAT95864,,Amplicon,barcode82,,Single_run,,20886,20886,733.9446866,378.8806796,702,0,1703,11697,11678,11676,11489,,11597,Z-17-200.fasta,,2
Z-17-217,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run6_23,1,25/01/2023,RITM,,,Nanopore,rabvSEasia,Minion,FAT95864,,Amplicon,barcode83,,Single_run,,13492,13492,572.9127556,269.9614087,531,0,1350,11898,11866,11676,11667,,11572,Z-17-217.fasta,,2
Z-17-221,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run6_23,1,25/01/2023,RITM,,,Nanopore,rabvSEasia,Minion,FAT95864,,Amplicon,barcode84,,Single_run,,25307,25307,851.6693765,552.7348137,769,0,2468,11692,11678,11484,10892,,11369,Z-17-221.fasta,,2
Z-18-001,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run6_23,1,25/01/2023,RITM,,,Nanopore,rabvSEasia,Minion,FAT95864,,Amplicon,barcode85,,Single_run,,25982,25982,957.9182032,500.1900437,877.5,0,2450,11887,11795,11677,11673,,11596,Z-18-001.fasta,,2
Z-18-114,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode45,,Single_run,,37285,37285,1259.346547,829.8833985,1035,0,3657,11893,11885,11678,11669,,11601,Z-18-114.fasta,,2
Z-18-159,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode44,,Single_run,,42528,42528,1409.375126,1147.025605,1066,0,5527,11699,11678,11676,11302,,11595,Z-18-159.fasta,,2
Z-18-224,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode47,,Single_run,,166225,166225,5373.305481,4465.41741,4554,0,23155,11382,11331,11024,10819,,10838,Z-18-224.fasta,,2
Z-18-251,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode46,,Single_run,,125899,125899,4115.77464,2926.688596,3473,0,13208,11885,11678,11674,11354,,11601,Z-18-251.fasta,,2
Z-19-029,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode48,,Single_run,,122190,122190,4550.071824,3290.654015,4245,0,13571,11888,11887,11698,11646,,11529,Z-19-029.fasta,,2
Z-19-88,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode51,,Single_run,,29322,29322,999.8819142,839.6865855,683,0,4023,11686,11677,11676,10994,,11599,Z-19-88.fasta,,2
Z-19-123,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode49,,Single_run,,48006,48006,1560.684881,1602.282903,916.5,0,8073,11204,11193,11171,9939,,10777,Z-19-123.fasta,,2
Z-19-136,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode50,,Single_run,,66098,66098,2137.450721,2229.588352,1706,0,12205,11192,11188,11182,10806,,11033,Z-19-136.fasta,,2
Z-20-01,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode85,,Single_run,,69886,69886,2632.540228,1320.258245,2350,0,6231,11893,11886,11885,11855,,11802,Z-20-01.fasta,,2
Z-20-24,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode86,,Single_run,,48359,48359,2120.795173,898.876631,2068,0,4598,11694,11685,11676,11676,,11599,Z-20-24.fasta,,2
Z-20-33,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode87,,Single_run,,41602,41602,1778.930942,839.8772226,1654,0,3996,11893,11678,11677,11676,,11600,Z-20-33.fasta,,2
Z-20-51,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode88,,Single_run,,44895,44895,1981.946195,873.3126834,1998,0,4176,11702,11678,11677,11676,,11597,Z-20-51.fasta,,2
Z-20-110,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode89,,Single_run,,60653,60653,2412.071907,1191.635588,2275,0,5182,11698,11679,11677,11676,,11598,Z-20-110.fasta,,2
Z-22-103,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_22,1,11/12/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU03787,,Amplicon,barcode71,,Single_run,,44564,44564,2457.108699,990.3865856,2418,0,4950,11699,11678,11676,11676,,11596,Z-22-103.fasta,,2
Z-22-119,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode18,,Single_run,,42662,42662,1432.834311,847.1675469,1333,0,3699,11879,11679,11676,11498,,11582,Z-22-119.fasta,,2
Z-22-121,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run10_23,1,2/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAU43074,,Amplicon,barcode19,,Single_run,,23961,23961,755.3421053,615.4483711,683.5,0,2963,11370,10907,10896,9932,,10743,Z-22-121.fasta,,2
Z-23-01,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode90,,Single_run,,45165,45165,2241.596128,1000.283633,2192,0,4899,11888,11886,11677,11676,,11047,Z-23-01.fasta,,2
Z-23-01Sa,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run12_23,1,8/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT89919,,Amplicon,barcode91,,Single_run,,49553,49553,1633.851827,1360.868103,1436.5,0,6694,11692,11691,11499,11011,,11371,Z-23-01Sa.fasta,,2
Z-98-134,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode19,,Single_run,,99573,99573,3171.780925,3467.455671,2125,0,17219,10868,10562,10544,10052,,9939,Z-98-134.fasta,,2
Z-98-206,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode20,,Single_run,,98229,98229,3112.563359,3379.492518,2161.5,0,14788,10489,9886,9849,9371,,9393,Z-98-206.fasta,,2
Z-98-285,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode21,,Single_run,,115634,115634,3745.709185,3485.004107,3063,0,13939,11774,11594,11359,10723,,11192,Z-98-285.fasta,,2
Z-98-286,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode22,,Single_run,,96997,96997,3137.291485,2533.869213,2996,0,10227,11897,11693,11189,11043,,10994,Z-98-286.fasta,,2
Z-98-335,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_22,1,19/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ70637,,Amplicon,barcode23,,Single_run,,105089,105089,3364.836574,3769.293523,1558,0,14722,10674,10509,9867,8846,,9468,Z-98-335.fasta,,2
Z-98-433,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode32,,Single_run,,71543,71543,2322.939071,1323.952858,2136,0,5876,11700,11693,11688,11474,,11595,Z-98-433.fasta,,2
Z-98-454,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode31,,Single_run,,27733,27733,1010.590764,629.6269856,1002.5,0,2885,11700,11685,11684,11347,,11531,Z-98-454.fasta,,2
Z-98-515,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode30,,Single_run,,95114,95114,3073.127221,1874.358892,2872,0,8412,11893,11884,11676,11474,,11588,Z-98-515.fasta,,2
Z-98-616,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode29,,Single_run,,75651,75651,2456.209269,1387.117874,2276.5,0,6436,11890,11848,11676,11472,,11584,Z-98-616.fasta,,2
Z-98-667,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode28,,Single_run,,59506,59506,1893.338837,1973.362469,1417,0,7806,11514,10870,10472,9833,,10019,Z-98-667.fasta,,2
Z-98-712,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode27,,Single_run,,84092,84092,2659.54995,2890.904085,1383,0,11287,11198,10685,10379,9683,,10016,Z-98-712.fasta,,2
Z-98-718,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode26,,Single_run,,73847,73847,2330.783859,2347.362951,1882,0,9434,11527,11504,11171,9959,,10887,Z-98-718.fasta,,2
Z-98-780,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run4_22,1,15/11/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU43236,,Amplicon,barcode80,,Single_run,,79437,79437,2463.815035,2539.790252,1690,0,10978,11389,11194,11181,10217,,10989,Z-98-780.fasta,,2
Z-98-823,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode25,,Single_run,,95086,95086,3078.199464,2162.724081,2958,0,9188,11886,11670,11227,10834,,10618,Z-98-823.fasta,,2
Z-98-838,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode33,,Single_run,,77229,77229,2512.772377,2151.798202,2016,0,8665,11374,11334,11218,10688,,10841,Z-98-838.fasta,,2
Z-98-860,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode34,,Single_run,,60807,60807,1955.738602,1618.272786,1987,0,6553,11705,11489,11190,10714,,10820,Z-98-860.fasta,,2
Z-98-1061,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_22,1,26/10/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAU03395,,Amplicon,barcode35,,Single_run,,66383,66383,2307.390295,1475.284136,2205,0,6537,11899,11700,11687,11187,,11509,Z-98-1061.fasta,,2
Z0083175,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,2,0,,,56200,56200,1686.744527,2932.291112,91,0,15892,11630,11102,9346,5835,OR920283,7466,Z0083175.fasta,,2
Z0083186,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,unitid_7th_Aug_2019,1,7/8/19,,MinIon,,0,,,,,,20,0,,,5062,5062,149.2120272,162.5816574,92,0,1052,11752,11420,10053,5618,OR920349,7475,Z0083186.fasta,,2
Z0083192,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,44,0,,,42511,42511,1474.477061,1504.438153,1112,0,8809,11807,11744,11538,11071,OR045951,11115,Z0083192.fasta,,2
Z0083195,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,7,,,,,,,,,,,,,,,,,Z0083195.fasta,,2
Z0083197,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,15,0,,,50118,50118,1740.622075,1948.224693,1125,0,10385,11769,11743,11741,11697,OR920311,11675,Z0083197.fasta,,2
Z0083198,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,6,0,,,75712,75712,2847.866225,2324.315242,2351,0,14431,11839,11774,11747,11740,OR920233,11677,Z0083198.fasta,,2
Z0083200,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,20,0,,,77046,77046,3047.19215,2466.441894,2603,0,15029,11823,11752,11743,11738,OR920214,11676,Z0083200.fasta,,2
Z0083201,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,2,0,,,73981,73981,2998.197182,2239.379786,2415,0,12507,11858,11853,11742,11739,OR920266,11682,Z0083201.fasta,,2
Z0083202,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,72,0,,,13966,13966,460.4018284,556.3906327,234,0,2625,11542,11292,10700,7985,OR920338,10056,Z0083202.fasta,,2
Z0083203,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,43,0,,,62244,62244,2294.824373,2130.556041,1771,0,10040,11765,11541,11528,11406,OR920246,11402,Z0083203.fasta,,2
Z0083204,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,10,0,,,38312,38312,1418.928206,1257.006647,1237,0,8082,11827,11724,11629,11060,OR045952,11405,Z0083204.fasta,,2
Z0083205,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,9,0,,,65327,65327,2391.798121,2450.984634,1878,0,13612,11813,11757,11743,11464,OR920242,11676,Z0083205.fasta,,2
Z0083214,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,10,0,,,66046,66046,2500.750902,2459.075139,1987,0,13572,11764,11744,11680,11352,OR920205,11659,Z0083214.fasta,,2
Z0083215,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,70,0,,,42169,42169,1645.62803,1263.993688,1374,0,6402,11838,11749,11741,11583,OR920285,11677,Z0083215.fasta,,2
Z0083216,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,21,0,,,62491,62491,3638.181917,3500.925738,2387,0,17790,11765,11744,11741,11739,OR045953,11655,Z0083216.fasta,,2
Z0083218,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,23,0,,,60804,60804,4395.069026,4961.778663,1771,0,20665,11862,11743,11740,11739,OR920281,11667,Z0083218.fasta,,2
Z0083219,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_06_Dec_2021,1,6/12/21,,MinIon,,0,,,FAQ53624,,,20,0,,,14998,14998,497.0286002,689.2905208,247,0,4045,11640,11074,10230,7334,OR920258,8934,Z0083219.fasta,,2
Z0083220,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,19,0,,,112817,112817,4188.86438,3914.995533,3233,0,24608,11793,11747,11742,11582,OR920265,11656,Z0083220.fasta,,2
Z0083221,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Kenya_08_Dec_2021,1,8/12/21,,MinIon,,0,,,FAQ54054,,,7,0,,,34164,34164,1356.606559,1119.090259,1265,0,6815,11761,11743,11740,11495,OR920219,11638,Z0083221.fasta,,2
