"tip","distance","Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","Region_short","phylogenetic_clade","lineage","decimal_date"
"OR971662",0.029623172,"R12-2021-384",NA,"OR971662","Canis lupus familiaris","brain",2021-03-09,"date_collected","Fatima","General santos city(dadiangas)","South Cotabato-Banga","South Cotabato","South Cotabato","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Mindanao","Soccsksargen","AL_Asian_SEA4","Asian SEA4_A1",2021.18356164384
"OR971663",0.028610058,"R12-2021-905",NA,"OR971663","Canis lupus familiaris","brain",2021-06-24,"date_collected","Labu-o","President roxas","North Cotabato-President Roxas","Cotabato (North Cotabato)","North Cotabato","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Mindanao","Soccsksargen","AL_Asian_SEA4","Asian SEA4_A1",2021.47671232877
"OR971659",0.029970166,"R12-2021-244",NA,"OR971659","Canis lupus familiaris","brain",2021-02-18,"date_collected","Poblacion","Kabacan","North Cotabato-Carmen","Cotabato (North Cotabato)","North Cotabato","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","Soccsksargen","AL_Asian_SEA4","Asian SEA4_A1",2021.13150684931
"OR971644",0.029749668,"R12-2019-0538",NA,"OR971644","Canis lupus familiaris","brain",2019-06-24,"date_collected","Calean","City of tacurong","Sultan Kudarat-Isulan","Sultan Kudarat","Sultan Kudarat","Region XII (Soccsksargen)","Region XII (Soccsksargen)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","Soccsksargen","AL_Asian_SEA4","Asian SEA4_A1",2019.47671232877
"Z-05-557",0.022327149,"Z-05-557",NA,NA,"Canis familiaris",NA,2005-12-03,"date_collected","Rizal","Makati City","Metropolitan Manila-Makati City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.54943127,121.0335906,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2005.92054794521
"Z-07-38",0.024297007,"Z-07-38",NA,NA,"Canis familiaris",NA,2007-05-02,"date_collected","Timbol","Bacoor","Cavite-Bacoor","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.41614393,120.9704734,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2007.33150684932
"Z-07-351",0.023707413,"Z-07-351",NA,NA,"Canis familiaris",NA,2007-10-25,"date_collected","-","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2007.81369863014
"Z-13-086",0.025292299,"Z-13-086",NA,NA,"Canis familiaris",NA,2013-05-03,"date_collected","San Carlos","Binangonan","Rizal-Binangonan","Rizal","Rizal","Calabarzon","Region IV-A (Calabarzon)",14.49353136,121.1932147,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2013.33424657534
"Z-13-036",0.025575259,"Z-13-036",NA,NA,"Canis familiaris",NA,2013-02-25,"date_collected","Upper Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2013.15068493151
"Z-13-020",0.025937342,"Z-13-020",NA,NA,"Canis familiaris",NA,2013-02-02,"date_collected","Sucat","Muntinlupa","Metropolitan Manila-Muntinlupa","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.40197636,121.0327847,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2013.08767123288
"Z-13-032",0.025576946,"Z-13-032",NA,NA,"Canis familiaris",NA,2013-02-14,"date_collected","Lower Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.51469695,121.0660524,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2013.12054794521
"Z-14-152",0.027025008,"Z-14-152",NA,NA,"Dog",NA,2014-02-20,"date_collected","Tipas","Taguig City","Metropolitan Manila-Pasig City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"2018_workshop; manual_correction",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2014.13698630137
"Z-15-148",0.026786182,"Z-15-148",NA,NA,"Dog",NA,2015-04-20,"date_collected","Upper Bicutan","Taguig","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"2018_workshop; manual_correction",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2015.29863013699
"Z-14-058",0.02650732,"Z-14-058",NA,NA,"Canis familiaris",NA,2014-03-14,"date_collected","-","Taytay","Rizal-Taytay","Rizal","Rizal","Calabarzon","Region IV-A (Calabarzon)",14.56080116,121.1315174,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2014.19726027397
"Z-05-102",0.022745263,"Z-05-102",NA,NA,"Canis familiaris",NA,2005-02-21,"date_collected","","Muntinlupa","Metropolitan Manila-Muntinlupa","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",14.40197636,121.0327847,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","NCR","AL_Asian_SEA4","Asian SEA4_A1.1.2",2005.1397260274
"Z-07-403",0.023883153,"Z-07-403",NA,NA,"Canis familiaris",NA,2007-12-22,"date_collected","Sampagutia Exit","Lucena","Quezon-Real","Quezon","Quezon","Calabarzon","Region IV-A (Calabarzon)",13.93834754,121.6153593,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2007.97260273973
"OR971471",0.026631279,"R4A-2022-93",NA,"OR971471","Canis lupus familiaris","brain",2022-01-21,"date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.05479452055
"4A-22-98",0.026719176,"4A-22-98",NA,NA,"Canis familiaris",NA,2022-01-22,"date_collected","Baguio","Tayabas City","Quezon-Tayabas City","Quezon","Quezon","Calabarzon","Region IV-A (Calabarzon)",14.04055469,121.6122459,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.05753424658
"OR971477",0.026888127,"R4A-2022-210",NA,"OR971477","Canis lupus familiaris","brain",2022-02-15,"date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.12328767123
"OR971453",0.025844745,"R4A-2019-1023",NA,"OR971453","Canis lupus familiaris","brain",2019-10-17,"date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2019.79178082192
"OR971481",0.026538578,"R4A-2022-408",NA,"OR971481","Canis lupus familiaris","brain",2022-10-03,"date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.75342465753
"4A-22-40",0.026628283,"4A-22-40",NA,NA,"Canis familiaris",NA,2022-01-10,"date_collected","-","Batangas  City","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.7207195,121.103796,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.02465753425
"OR971476",0.026451598,"R4A-2022-203",NA,"OR971476","Canis lupus familiaris","brain",2022-02-14,"date_collected",NA,NA,NA,"Quezon","Quezon","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.12054794521
"Z-08-351",0.024861911,"Z-08-351",NA,NA,"Canis familiaris",NA,2008-12-12,"date_collected","-","General Mariano Alvarez","Cavite-General Mariano Alvarez","Cavite","Cavite","Calabarzon","Region IV-A (Calabarzon)",14.30698662,121.0184177,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2008.94535519126
"Z-06-295",0.023770636,"Z-06-295",NA,NA,"Canis familiaris",NA,2006-07-22,"date_collected","Lucsuhin","Calatagan","Batangas-Lian","Batangas","Batangas","Calabarzon","Region IV-A (Calabarzon)",13.86384068,120.6585868,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Calabarzon","AL_Asian_SEA4","Asian SEA4_A1.1.2",2006.55342465753
"OR971491",0.028530874,"R4B-2022-00004",NA,"OR971491","Canis lupus familiaris","brain",2022-02-04,"date_collected",NA,NA,NA,"Occidental Mindoro","Occidental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.09315068493
"4B-2422",0.028431192,"4B-2422",NA,NA,"Canis familiaris",NA,2022-02-04,"date_collected","Concepcion","Calintaan","Occidental Mindoro-Paluan","Occidental Mindoro","Occidental Mindoro","Southwestern Tagalog Region","Mimaropa Region",12.59217706,121.082659,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.09315068493
"4B-22-15",0.028449656,"4B-22-15",NA,NA,"Canis familiaris",NA,2022-01-05,"date_collected","San Isidro","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.39217641,120.8953101,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.01095890411
"4B-21-35",0.028443996,"4B-21-35",NA,NA,"Canis familiaris",NA,2021-03-05,"date_collected","Tabinay","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.39217641,120.8953101,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.17260273973
"OR971485",0.028530454,"R4B-2021-060",NA,"OR971485","Canis lupus familiaris","brain",2021-05-03,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.33424657534
"OR971486",0.02844398,"R4B-2021-061",NA,"OR971486","Canis lupus familiaris","brain",2021-10-03,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.75342465753
"4B-21-310",0.028357522,"4B-21-310",NA,NA,"Canis familiaris",NA,2021-03-10,"date_collected","Tabinay","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.39217641,120.8953101,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.18630136986
"4B-21-412",0.028445999,"4B-21-412",NA,NA,"Canis familiaris",NA,2021-04-12,"date_collected","Sto Nino","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.39217641,120.8953101,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.27671232877
"4B-21-528",0.028445999,"4B-21-528",NA,NA,"Canis familiaris",NA,2021-05-28,"date_collected","Aninuan","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.39217641,120.8953101,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.40273972603
"RADDL4B-23-090",0.029149312,"RADDL4B-23-090","OM-41",NA,"Dog",NA,2023-11-16,"date_collected","Ilag","San Teodoro","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.45164877,120.9775215,"speedier",NA,NA,0.9884,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2023.87397260274
"RADDL4B-23-047",0.029832088,"RADDL4B-23-047","OM-36",NA,"Dog",NA,2023-08-23,"date_collected","San Isidro","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.37785692,120.8703821,"speedier",NA,NA,0.9884,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2023.64109589041
"RADDL4B-24-009",0.029384862,"RADDL4B-24-009","OM-46",NA,"Dog",NA,2024-01-29,"date_collected","Balatero","Puerto Galera","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.34693739,120.8836262,"speedier",NA,NA,0.9873,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2024.07650273224
"OR971488",0.027312615,"R4B-2021-070",NA,"OR971488","Canis lupus familiaris","brain",2021-04-23,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.30684931507
"4B-21-423",0.027226143,"4B-21-423",NA,NA,"Canis familiaris",NA,2021-04-23,"date_collected","Camilmil","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.33178512,121.1780294,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.30684931507
"OR971487",0.027572571,"R4B-2021-067",NA,"OR971487","Canis lupus familiaris","brain",2021-04-14,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.28219178082
"4B-21-421",0.027486105,"4B-21-421",NA,NA,"Canis familiaris",NA,2021-04-14,"date_collected","Malapad","Baco","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.29039427,121.066837,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.28219178082
"4B-21622",0.027573823,"4B-21622",NA,NA,"Canis familiaris",NA,2022-02-16,"date_collected","Mangangan","Baco","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.29039427,121.066837,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.12602739726
"OR971494",0.02757249,"R4B-2022-00007",NA,"OR971494","Canis lupus familiaris","brain",2022-02-16,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.12602739726
"OR971493",0.02765889,"R4B-2022-00006",NA,"OR971493","Canis lupus familiaris","brain",2022-02-09,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.10684931507
"OR971492",0.02765889,"R4B-2022-00005",NA,"OR971492","Canis lupus familiaris","brain",2022-09-02,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.66849315068
"OR971490",0.02765889,"R4B-2022-00002",NA,"OR971490","Canis lupus familiaris","brain",2022-01-14,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.03561643836
"4B-2922HM",0.02774729,"4B-2922HM",NA,NA,"Canis familiaris",NA,2022-02-09,"date_collected","Mangangan","Baco","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.29039427,121.066837,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.10684931507
"4B-22-114",0.027833295,"4B-22-114",NA,NA,"Canis familiaris",NA,2022-01-14,"date_collected","Mayabig","Baco","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.29039427,121.066837,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.03561643836
"OR971497",0.027918387,"R4B-2022-00011",NA,"OR971497","Canis lupus familiaris","brain",2022-01-01,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022
"OR971489",0.02774541,"R4B-2022-00001",NA,"OR971489","Canis lupus familiaris","brain",2022-01-05,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.01095890411
"4B-22-28",0.027593687,"4B-22-28",NA,NA,"Canis familiaris",NA,2022-07-27,"date_collected","Mangangan","Baco","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.29039427,121.066837,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.56712328767
"4B-22-30",0.029880246,"4B-22-30",NA,NA,"Canis familiaris",NA,2022-08-12,"date_collected","Bangkatan","Baco","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.29039427,121.066837,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.61095890411
"RADDL4B-25-039",0.031364186,"RADDL4B-25-039","OM-109",NA,"Dog",NA,2025-07-21,"date_collected","Parang","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.40593075,121.2126546,"speedier",NA,NA,0.9356352665,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2025.55068493151
"RADDL4B-24-080",0.028847333,"RADDL4B-24-080","OM-58",NA,"Dog",NA,2024-04-18,"date_collected","Baruyan","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.35919359,121.1359505,"speedier",NA,NA,0.9704994972,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2024.29508196721
"RADDL4B-24-023",0.028751257,"RADDL4B-24-023","OM-48",NA,"Dog",NA,2024-02-15,"date_collected","Canubing I","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.34916389,121.1373121,"speedier",NA,NA,0.9882,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2024.12295081967
"RADDL4B-24-162",0.028230441,"RADDL4B-24-162","OM-75",NA,"Dog",NA,2024-09-27,"date_collected","Ilaya","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.41158277,121.1938885,"speedier",NA,NA,0.9878478042,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2024.73770491803
"RADDL4B-24-153",0.028313691,"RADDL4B-24-153","OM-92",NA,"Dog",NA,2024-07-25,"date_collected","Camilmil","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",13.40118777,121.1833225,"speedier",NA,NA,0.9708,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2024.56284153005
"4B-21-126",0.02731891,"4B-21-126",NA,NA,"Canis familiaris",NA,2021-01-26,"date_collected","Sapul","Calapan City","Oriental Mindoro-Calapan City","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.33178512,121.1780294,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.06849315068
"OR971484",0.027926181,"R4B-2021-058",NA,"OR971484","Canis lupus familiaris","brain",2021-09-02,"date_collected",NA,NA,NA,"Oriental Mindoro","Oriental Mindoro","Mimaropa Region","Mimaropa Region",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.66849315068
"4B-21-29",0.027738885,"4B-21-29",NA,NA,"Canis familiaris",NA,2021-02-09,"date_collected","San Narciso","Victoria","Oriental Mindoro-Baco","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.14368391,121.2438544,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2021.10684931507
"RADDL4B-24-007",0.028835647,"RADDL4B-24-007","OM-45",NA,"Dog",NA,2024-01-17,"date_collected","Poblacion","Bansud","Oriental Mindoro-Bansud","Oriental Mindoro","Oriental Mindoro","MIMIROPA","Mimaropa Region",12.84652574,121.4611416,"speedier",NA,NA,0.9702480724,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2024.04371584699
"4B-22-31",0.030228158,"4B-22-31",NA,NA,"Canis familiaris",NA,2022-08-18,"date_collected","Bayanan","Pola","Oriental Mindoro-Pola","Oriental Mindoro","Oriental Mindoro","Southwestern Tagalog Region","Mimaropa Region",13.13990357,121.4449478,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Luzon","Mimaropa","AL_Asian_SEA4","Asian SEA4_A1.1.2",2022.62739726027
